date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:48:37	18255/18255	---M-Z	200	added ('OK')	application/x-javascript	date:Fri,%2024%20Jun%202011%2002:43:23%20GMT	https://online.citi.com/JFP/js/jquery/plugins/jquery.autocomplete.js	C:/My%20Web%20Sites/Citibank/online.citi.com/JFP/js/jquery/plugins/jquery.autocomplete.js	(from https://online.citi.com/US/JPS/portal/Index.do)
17:48:37	2155/2155	---M-Z	200	added ('OK')	application/x-javascript	date:Sun,%2011%20Nov%202012%2008:14:20%20GMT	https://online.citi.com/JRS/js/verisign.js	C:/My%20Web%20Sites/Citibank/online.citi.com/JRS/js/verisign.js	(from https://online.citi.com/US/JPS/portal/Index.do)
17:48:37	250750/250750	---M-Z	200	added ('OK')	text/css	date:Sun,%2015%20Nov%202015%2007:17:20%20GMT	https://online.citi.com/JFP/css/common/JPPTemp.css	C:/My%20Web%20Sites/Citibank/online.citi.com/JFP/css/common/JPPTemp.css	(from https://online.citi.com/US/JPS/portal/Index.do)
17:48:37	61407/61407	---M-Z	200	added ('OK')	text/css	date:Sun,%2006%20Mar%202016%2003:58:41%20GMT	https://online.citi.com/JRS/css/US-Regional.css	C:/My%20Web%20Sites/Citibank/online.citi.com/JRS/css/US-Regional.css	(from https://online.citi.com/US/JPS/portal/Index.do)
17:48:38	107041/107041	---M-Z	200	added ('OK')	text/css	date:Tue,%2015%20Mar%202016%2015:37:30%20GMT	https://online.citi.com/GFC/branding/css/branding_main.css	C:/My%20Web%20Sites/Citibank/online.citi.com/GFC/branding/css/branding_main.css	(from https://online.citi.com/US/JPS/portal/Index.do)
17:48:41	83145/83145	---MCZ	200	added ('OK')	application/x-javascript	date:Fri,%2008%20Apr%202016%2015:13:27%20GMT	http://nexus.ensighten.com/citi/na_prod/Bootstrap.js	C:/My%20Web%20Sites/Citibank/nexus.ensighten.com/citi/na_prod/Bootstrap.js	(from https://online.citi.com/US/JPS/portal/Index.do)
17:48:41	29094/29094	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Apr%202016%2000:48:20%20GMT	https://online.citi.com/US/JPS/portal/NoCookie.do?JFP_TOKEN=189P0YO5	C:/My%20Web%20Sites/Citibank/online.citi.com/US/JPS/portal/NoCookie4f62.html	(from https://online.citi.com/US/JPS/portal/Index.do)
17:48:41	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2012%20Apr%202016%2000:48:20%20GMT	https://online.citi.com/US/JPS/portal/Home.do?JFP_TOKEN=189P0YO5	C:/My%20Web%20Sites/Citibank/online.citi.com/US/JPS/portal/Home4f62.do	(from https://online.citi.com/US/JPS/portal/Index.do)
17:48:42	135239/135239	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Apr%202016%2000:48:21%20GMT	https://online.citi.com/US/JPS/portal/Index.do?JFP_TOKEN=189P0YO5	C:/My%20Web%20Sites/Citibank/online.citi.com/US/JPS/portal/Index4f62.html	(from https://online.citi.com/US/JPS/portal/Index.do)
17:48:42	30431/30431	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2001%20Dec%202014%2019:43:20%20GMT	https://online.citi.com/JRS/js/mbox.js	C:/My%20Web%20Sites/Citibank/online.citi.com/JRS/js/mbox.js	(from https://online.citi.com/US/JPS/portal/Index.do)
17:48:42	2618/2618	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Jul%202011%2017:51:28%20GMT	https://online.citi.com/GFC/branding/img/citilogo_branding_60x35.png	C:/My%20Web%20Sites/Citibank/online.citi.com/GFC/branding/img/citilogo_branding_60x35.png	(from https://online.citi.com/US/JPS/portal/Index.do)
17:48:42	1801/1801	---M-Z	200	added ('OK')	text/css	date:Tue,%2009%20Feb%202016%2015:54:10%20GMT	https://online.citi.com/JPS/portal/css/BrowserUpgrade.css	C:/My%20Web%20Sites/Citibank/online.citi.com/JPS/portal/css/BrowserUpgrade.css	(from https://online.citi.com/US/JPS/portal/Index.do)
17:48:43	61856/61856	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Apr%202016%2000:48:21%20GMT	https://online.citi.com/US/JPS/portal/BrowserWarning.do	C:/My%20Web%20Sites/Citibank/online.citi.com/US/JPS/portal/BrowserWarning.html	(from https://online.citi.com/US/JPS/portal/Index.do)
17:48:43	14958/14958	---M-Z	200	added ('OK')	application/x-javascript	date:Sun,%2011%20Nov%202012%2008:16:10%20GMT	https://online.citi.com/JSO/js/signon.js	C:/My%20Web%20Sites/Citibank/online.citi.com/JSO/js/signon.js	(from https://online.citi.com/US/JPS/portal/Index.do)
17:48:43	1030/1030	---M-Z	200	added ('OK')	application/x-javascript	date:Sun,%2008%20Mar%202015%2006:36:00%20GMT	https://online.citi.com/JFP/js/modules/jfpm.autocomplete.off.js	C:/My%20Web%20Sites/Citibank/online.citi.com/JFP/js/modules/jfpm.autocomplete.off.js	(from https://online.citi.com/US/JPS/portal/Index.do)
17:48:43	48713/48713	---M-Z	200	added ('OK')	text/css	date:Mon,%2014%20Dec%202015%2020:52:07%20GMT	https://online.citi.com/JRS/css/marketing/signon.css	C:/My%20Web%20Sites/Citibank/online.citi.com/JRS/css/marketing/signon.css	(from https://online.citi.com/US/JPS/portal/Index.do)
17:48:44	1595/1595	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2012%20Apr%202016%2000:48:22%20GMT	https://online.citi.com/US/JPS/portal/mktbgEN4.jpg	C:/My%20Web%20Sites/Citibank/online.citi.com/US/JPS/portal/mktbgEN4.jpg	(from https://online.citi.com/US/JPS/portal/Index.do)
17:48:44	1595/1595	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2012%20Apr%202016%2000:48:23%20GMT	https://online.citi.com/US/JPS/portal/mktbgEN5.jpg	C:/My%20Web%20Sites/Citibank/online.citi.com/US/JPS/portal/mktbgEN5.jpg	(from https://online.citi.com/US/JPS/portal/Index.do)
17:48:44	17572/17572	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2024%20Aug%202015%2018:05:51%20GMT	https://online.citi.com/JRS/js/welcome.js	C:/My%20Web%20Sites/Citibank/online.citi.com/JRS/js/welcome.js	(from https://online.citi.com/US/JPS/portal/Index.do)
17:48:44	3095/3095	---M-Z	200	added ('OK')	application/x-javascript	date:Sun,%2011%20Nov%202012%2008:14:38%20GMT	https://online.citi.com/JFP/js/jquery/plugins/fieldValidation.js	C:/My%20Web%20Sites/Citibank/online.citi.com/JFP/js/jquery/plugins/fieldValidation.js	(from https://online.citi.com/US/JPS/portal/Index.do)
17:48:44	1445/1445	---M-Z	200	added ('OK')	application/x-javascript	date:Sun,%2011%20Nov%202012%2008:14:26%20GMT	https://online.citi.com/JSO/js/SCFormElementReporting.js	C:/My%20Web%20Sites/Citibank/online.citi.com/JSO/js/SCFormElementReporting.js	(from https://online.citi.com/US/JPS/portal/Index.do)
17:48:45	6228/6228	---M-Z	200	added ('OK')	application/x-javascript	date:Sun,%2028%20Jul%202013%2007:25:11%20GMT	https://online.citi.com/JSO/js/signonUnamePwdMyCiti.js	C:/My%20Web%20Sites/Citibank/online.citi.com/JSO/js/signonUnamePwdMyCiti.js	(from https://online.citi.com/US/JPS/portal/Index.do)
17:48:45	32332/32332	---M-Z	200	added ('OK')	application/x-javascript	date:Sun,%2011%20Nov%202012%2008:14:27%20GMT	https://online.citi.com/JSO/js/fp.js	C:/My%20Web%20Sites/Citibank/online.citi.com/JSO/js/fp.js	(from https://online.citi.com/US/JPS/portal/Index.do)
17:48:45	38103/38103	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2012%20Apr%202016%2000:48:24%20GMT	https://mpsnare.iesnare.com/snare.js	C:/My%20Web%20Sites/Citibank/mpsnare.iesnare.com/snare.js	(from https://online.citi.com/US/JPS/portal/Index.do)
17:48:46	17682/17682	---M-Z	200	added ('OK')	application/x-javascript	date:Sun,%2019%20Oct%202014%2008:08:39%20GMT	https://online.citi.com/JRS/cm/js2/bauble.js	C:/My%20Web%20Sites/Citibank/online.citi.com/JRS/cm/js2/bauble.js	(from https://online.citi.com/US/JPS/portal/Index.do)
17:48:46	42/42	---M--	200	added ('OK')	image/gif	date:Sun,%2011%20Nov%202012%2008:14:39%20GMT	https://online.citi.com/JRS/images/pixel.gif	C:/My%20Web%20Sites/Citibank/online.citi.com/JRS/images/pixel.gif	(from https://online.citi.com/US/JPS/portal/Index.do)
17:48:46	12197/12197	---M--	200	added ('OK')	image/png	date:Tue,%2015%20Jan%202013%2020:51:40%20GMT	https://online.citi.com/JRS/images/signon/spoofbannerAd_en.png	C:/My%20Web%20Sites/Citibank/online.citi.com/JRS/images/signon/spoofbannerAd_en.png	(from https://online.citi.com/US/JPS/portal/Index.do)
17:48:46	3215/3215	---M-Z	200	added ('OK')	application/x-javascript	date:Sun,%2018%20Jan%202015%2008:33:05%20GMT	https://online.citi.com/DMP/LoginBkDmp.js	C:/My%20Web%20Sites/Citibank/online.citi.com/DMP/LoginBkDmp.js	(from https://online.citi.com/US/JPS/portal/Index.do)
17:48:47	0/0	---M--	302	error ('Found')	image/gif	date:Tue,%2012%20Apr%202016%2000:48:26%20GMT	https://idsync.rlcdn.com/387146.gif?partner_uid=	C:/My%20Web%20Sites/Citibank/idsync.rlcdn.com/387146.257ca3.delayed	(from https://online.citi.com/US/JPS/portal/Index.do)
17:48:47	0/0	---M--	302	error ('Found')	image/gif	date:Tue,%2012%20Apr%202016%2000:48:26%20GMT	https://idsync.rlcdn.com/387146.gif?partner_uid=&redirect=1	C:/My%20Web%20Sites/Citibank/idsync.rlcdn.com/38714660ec.gif	(from https://online.citi.com/US/JPS/portal/Index.do)
17:48:47	1637/1637	---M-Z	200	added ('OK')	application/x-javascript	date:Sun,%2027%20Jan%202013%2003:43:24%20GMT	https://online.citi.com/JPS/portal/js/MFAOverlay.js	C:/My%20Web%20Sites/Citibank/online.citi.com/JPS/portal/js/MFAOverlay.js	(from https://online.citi.com/US/JPS/portal/Index.do)
17:48:47	152/152	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Nov%202012%2008:15:19%20GMT	https://online.citi.com/JFP/images/overlay_stripe_bg.png	C:/My%20Web%20Sites/Citibank/online.citi.com/JFP/images/overlay_stripe_bg.png	(from https://online.citi.com/US/JPS/portal/Index.do)
17:48:48	10453/10453	---M--	200	added ('OK')	image/gif	date:Sun,%2019%20Apr%202015%2002:59:51%20GMT	https://online.citi.com/CBOL/common/images/loading.gif	C:/My%20Web%20Sites/Citibank/online.citi.com/CBOL/common/images/loading.gif	(from https://online.citi.com/US/JPS/portal/Index.do)
17:48:48	1729/1729	---M--	200	added ('OK')	image/png	date:Mon,%2027%20Jul%202015%2017:42:04%20GMT	https://online.citi.com/JRS/images/citi-logo.png	C:/My%20Web%20Sites/Citibank/online.citi.com/JRS/images/citi-logo.png	(from https://online.citi.com/US/JPS/portal/Index.do)
17:48:48	4136/4136	---M--	200	added ('OK')	image/png	date:Tue,%2023%20Feb%202016%2016:35:15%20GMT	https://online.citi.com/JRS/images/marketing/footer.png	C:/My%20Web%20Sites/Citibank/online.citi.com/JRS/images/marketing/footer.png	(from https://online.citi.com/US/JPS/portal/Index.do)
17:48:48	2059/2059	---M--	200	added ('OK')	image/png	date:Wed,%2022%20Jul%202015%2019:54:59%20GMT	https://online.citi.com/JRS/images/MemberFDIC.png	C:/My%20Web%20Sites/Citibank/online.citi.com/JRS/images/MemberFDIC.png	(from https://online.citi.com/US/JPS/portal/Index.do)
17:48:48	1606/1606	---M--	200	added ('OK')	image/png	date:Wed,%2022%20Jul%202015%2019:54:58%20GMT	https://online.citi.com/JRS/images/EqualHousing.png	C:/My%20Web%20Sites/Citibank/online.citi.com/JRS/images/EqualHousing.png	(from https://online.citi.com/US/JPS/portal/Index.do)
17:48:49	1996/1996	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Jul%202015%2020:18:57%20GMT	https://online.citi.com/JRS/images/AdChoices.png	C:/My%20Web%20Sites/Citibank/online.citi.com/JRS/images/AdChoices.png	(from https://online.citi.com/US/JPS/portal/Index.do)
17:48:49	92556/92556	---M-Z	200	added ('OK')	application/x-javascript	date:Sun,%2006%20Mar%202016%2004:02:26%20GMT	https://online.citi.com/TeaLeaf/js/tealeaf.test.3.1.0.1520.W3C.Sizzle.js	C:/My%20Web%20Sites/Citibank/online.citi.com/TeaLeaf/js/tealeaf.test.3.1.0.1520.W3C.Sizzle.js	(from https://online.citi.com/US/JPS/portal/Index.do)
17:48:49	1223/1223	---M-Z	200	added ('OK')	application/x-javascript	date:Tue,%2001%20Oct%202013%2020:52:43%20GMT	https://online.citi.com/GFC/branding/js/linkCapture.js	C:/My%20Web%20Sites/Citibank/online.citi.com/GFC/branding/js/linkCapture.js	(from https://online.citi.com/US/JPS/portal/Index.do)
17:48:49	68258/68258	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2018%20Jan%202016%2020:08:03%20GMT	https://online.citi.com/GFC/branding/js/branding_universal_megaMenu.js	C:/My%20Web%20Sites/Citibank/online.citi.com/GFC/branding/js/branding_universal_megaMenu.js	(from https://online.citi.com/US/JPS/portal/Index.do)
17:48:50	1388/1388	---M-Z	200	added ('OK')	application/x-javascript	date:Wed,%2004%20Sep%202013%2010:23:12%20GMT	https://online.citi.com/JRS/js/btAdServe.js	C:/My%20Web%20Sites/Citibank/online.citi.com/JRS/js/btAdServe.js	(from https://online.citi.com/US/JPS/portal/Index.do)
17:48:50	4635/4635	---M-Z	200	added ('OK')	application/x-javascript	date:Sun,%2006%20Mar%202016%2003:49:42%20GMT	https://online.citi.com/DMP/BkDmp.js	C:/My%20Web%20Sites/Citibank/online.citi.com/DMP/BkDmp.js	(from https://online.citi.com/US/JPS/portal/Index.do)
17:48:50	44291/44291	---M-Z	200	added ('OK')	application/x-javascript	date:Sun,%2006%20Mar%202016%2004:02:37%20GMT	https://online.citi.com/JRS/js/s_code.js	C:/My%20Web%20Sites/Citibank/online.citi.com/JRS/js/s_code.js	(from https://online.citi.com/US/JPS/portal/Index.do)
17:48:52	1595/1595	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2012%20Apr%202016%2000:48:31%20GMT	https://online.citi.com/US/JPS/portal/spacer.gif	C:/My%20Web%20Sites/Citibank/online.citi.com/US/JPS/portal/spacer.gif	(from https://online.citi.com/GFC/common/js/citi_Common.js)
17:48:52	1595/1595	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2012%20Apr%202016%2000:48:31%20GMT	https://online.citi.com/US/JPS/portal/POST	C:/My%20Web%20Sites/Citibank/online.citi.com/US/JPS/portal/POST	(from https://online.citi.com/GFC/common/js/citi_Common.js)
17:48:52	1595/1595	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2012%20Apr%202016%2000:48:31%20GMT	https://online.citi.com/US/JPS/portal/GET	C:/My%20Web%20Sites/Citibank/online.citi.com/US/JPS/portal/GET	(from https://online.citi.com/GFC/common/js/citi_Common.js)
17:48:53	1595/1595	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2012%20Apr%202016%2000:48:31%20GMT	https://online.citi.com/images/verisignseal.gif	C:/My%20Web%20Sites/Citibank/online.citi.com/images/verisignseal.gif	(from https://online.citi.com/JRS/js/verisign.js)
17:48:53	1595/1595	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2012%20Apr%202016%2000:48:32%20GMT	https://online.citi.com/US/JPS/portal/getverisignsealimage.js	C:/My%20Web%20Sites/Citibank/online.citi.com/US/JPS/portal/getverisignsealimage.js	(from https://online.citi.com/JRS/js/verisign.js)
17:48:53	10459/10459	---M--	200	added ('OK')	image/png	date:Fri,%2027%20Sep%202013%2012:35:27%20GMT	https://online.citi.com/JFP/images/global_sprite.png	C:/My%20Web%20Sites/Citibank/online.citi.com/JFP/images/global_sprite.png	(from https://online.citi.com/JFP/css/common/JPPTemp.css)
17:48:54	1433/1433	---M--	200	added ('OK')	image/png	date:Sun,%2027%20Jan%202013%2003:43:35%20GMT	https://online.citi.com/JFP/images/horizontal_sprite.png	C:/My%20Web%20Sites/Citibank/online.citi.com/JFP/images/horizontal_sprite.png	(from https://online.citi.com/JFP/css/common/JPPTemp.css)
17:48:54	659/659	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Nov%202012%2008:14:36%20GMT	https://online.citi.com/JFP/images/left_column_shdw_sprite.png	C:/My%20Web%20Sites/Citibank/online.citi.com/JFP/images/left_column_shdw_sprite.png	(from https://online.citi.com/JFP/css/common/JPPTemp.css)
17:48:54	1595/1595	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2012%20Apr%202016%2000:48:33%20GMT	https://online.citi.com/JFP/css/common/global/images/jfpw.datepicker.png	C:/My%20Web%20Sites/Citibank/online.citi.com/JFP/css/common/global/images/jfpw.datepicker.png	(from https://online.citi.com/JFP/css/common/JPPTemp.css)
17:48:54	61485/61485	---M--	200	added ('OK')	image/png	date:Sun,%2027%20Jan%202013%2003:43:41%20GMT	https://online.citi.com/JFP/images/citiFastIcons.png	C:/My%20Web%20Sites/Citibank/online.citi.com/JFP/images/citiFastIcons.png	(from https://online.citi.com/JFP/css/common/JPPTemp.css)
17:48:54	152/152	---M--	200	added ('OK')	image/png	date:Fri,%2027%20Sep%202013%2012:35:25%20GMT	https://online.citi.com/JFP/images/widgets/jfpw.overlay.stripe.bg.png	C:/My%20Web%20Sites/Citibank/online.citi.com/JFP/images/widgets/jfpw.overlay.stripe.bg.png	(from https://online.citi.com/JFP/css/common/JPPTemp.css)
17:48:55	6992/6992	---M--	200	added ('OK')	image/png	date:Fri,%2027%20Sep%202013%2012:35:27%20GMT	https://online.citi.com/JFP/images/widgets/widget_sprite.png	C:/My%20Web%20Sites/Citibank/online.citi.com/JFP/images/widgets/widget_sprite.png	(from https://online.citi.com/JFP/css/common/JPPTemp.css)
17:48:55	47768/47768	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Nov%202012%2008:15:21%20GMT	https://online.citi.com/JFP/images/widgets/ui-bg_glass_75_dadada_1x400.png	C:/My%20Web%20Sites/Citibank/online.citi.com/JFP/images/widgets/ui-bg_glass_75_dadada_1x400.png	(from https://online.citi.com/JFP/css/common/JPPTemp.css)
17:48:55	105/105	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Nov%202012%2008:15:18%20GMT	https://online.citi.com/JFP/images/widgets/ui-bg_glass_65_ffffff_1x400.png	C:/My%20Web%20Sites/Citibank/online.citi.com/JFP/images/widgets/ui-bg_glass_65_ffffff_1x400.png	(from https://online.citi.com/JFP/css/common/JPPTemp.css)
17:48:55	123/123	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Nov%202012%2008:14:32%20GMT	https://online.citi.com/JFP/images/widgets/ui-bg_inset-soft_95_fef1ec_1x100.png	C:/My%20Web%20Sites/Citibank/online.citi.com/JFP/images/widgets/ui-bg_inset-soft_95_fef1ec_1x100.png	(from https://online.citi.com/JFP/css/common/JPPTemp.css)
17:48:55	4369/4369	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Nov%202012%2008:14:29%20GMT	https://online.citi.com/JFP/images/widgets/ui-icons_222222_256x240.png	C:/My%20Web%20Sites/Citibank/online.citi.com/JFP/images/widgets/ui-icons_222222_256x240.png	(from https://online.citi.com/JFP/css/common/JPPTemp.css)
17:48:56	4369/4369	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Nov%202012%2008:14:42%20GMT	https://online.citi.com/JFP/images/widgets/ui-icons_888888_256x240.png	C:/My%20Web%20Sites/Citibank/online.citi.com/JFP/images/widgets/ui-icons_888888_256x240.png	(from https://online.citi.com/JFP/css/common/JPPTemp.css)
17:48:56	4369/4369	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Nov%202012%2008:14:31%20GMT	https://online.citi.com/JFP/images/widgets/ui-icons_454545_256x240.png	C:/My%20Web%20Sites/Citibank/online.citi.com/JFP/images/widgets/ui-icons_454545_256x240.png	(from https://online.citi.com/JFP/css/common/JPPTemp.css)
17:48:56	4369/4369	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Nov%202012%2008:14:56%20GMT	https://online.citi.com/JFP/images/widgets/ui-icons_2e83ff_256x240.png	C:/My%20Web%20Sites/Citibank/online.citi.com/JFP/images/widgets/ui-icons_2e83ff_256x240.png	(from https://online.citi.com/JFP/css/common/JPPTemp.css)
17:48:56	4369/4369	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Nov%202012%2008:14:51%20GMT	https://online.citi.com/JFP/images/widgets/ui-icons_cd0a0a_256x240.png	C:/My%20Web%20Sites/Citibank/online.citi.com/JFP/images/widgets/ui-icons_cd0a0a_256x240.png	(from https://online.citi.com/JFP/css/common/JPPTemp.css)
17:48:57	178/178	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Nov%202012%2008:14:56%20GMT	https://online.citi.com/JFP/images/widgets/ui-bg_flat_75_ffffff_40x100.png	C:/My%20Web%20Sites/Citibank/online.citi.com/JFP/images/widgets/ui-bg_flat_75_ffffff_40x100.png	(from https://online.citi.com/JFP/css/common/JPPTemp.css)
17:48:57	98/98	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Nov%202012%2008:15:55%20GMT	https://online.citi.com/JFP/images/widgets/ui-bg_dots-medium_20_aaaaaa_4x4.png	C:/My%20Web%20Sites/Citibank/online.citi.com/JFP/images/widgets/ui-bg_dots-medium_20_aaaaaa_4x4.png	(from https://online.citi.com/JFP/css/common/JPPTemp.css)
17:48:57	1353/1353	---M--	200	added ('OK')	image/png	date:Sun,%2019%20Apr%202015%2002:59:37%20GMT	https://online.citi.com/JFP/images/widgets/jfpw.uxf.close.default.png	C:/My%20Web%20Sites/Citibank/online.citi.com/JFP/images/widgets/jfpw.uxf.close.default.png	(from https://online.citi.com/JFP/css/common/JPPTemp.css)
17:48:57	1355/1355	---M--	200	added ('OK')	image/png	date:Sun,%2018%20Oct%202015%2002:26:24%20GMT	https://online.citi.com/JFP/images/widgets/jfpw.uxf.close.focus.png	C:/My%20Web%20Sites/Citibank/online.citi.com/JFP/images/widgets/jfpw.uxf.close.focus.png	(from https://online.citi.com/JFP/css/common/JPPTemp.css)
17:48:57	152/152	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Nov%202012%2008:15:36%20GMT	https://online.citi.com/JFP/images/widgets/jfpw.overlay.shdw_tl_corner.png	C:/My%20Web%20Sites/Citibank/online.citi.com/JFP/images/widgets/jfpw.overlay.shdw_tl_corner.png	(from https://online.citi.com/JFP/css/common/JPPTemp.css)
17:48:58	177/177	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Nov%202012%2008:14:31%20GMT	https://online.citi.com/JFP/images/widgets/jfpw.overlay.shdw_top_left.png	C:/My%20Web%20Sites/Citibank/online.citi.com/JFP/images/widgets/jfpw.overlay.shdw_top_left.png	(from https://online.citi.com/JFP/css/common/JPPTemp.css)
17:48:58	126/126	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Nov%202012%2008:14:58%20GMT	https://online.citi.com/JFP/images/widgets/jfpw.overlay.shdw_top_mid.png	C:/My%20Web%20Sites/Citibank/online.citi.com/JFP/images/widgets/jfpw.overlay.shdw_top_mid.png	(from https://online.citi.com/JFP/css/common/JPPTemp.css)
17:48:58	168/168	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Nov%202012%2008:14:18%20GMT	https://online.citi.com/JFP/images/widgets/jfpw.overlay.shdw_top_right.png	C:/My%20Web%20Sites/Citibank/online.citi.com/JFP/images/widgets/jfpw.overlay.shdw_top_right.png	(from https://online.citi.com/JFP/css/common/JPPTemp.css)
17:48:58	191/191	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Nov%202012%2008:14:32%20GMT	https://online.citi.com/JFP/images/widgets/jfpw.overlay.shdw_tr_corner.png	C:/My%20Web%20Sites/Citibank/online.citi.com/JFP/images/widgets/jfpw.overlay.shdw_tr_corner.png	(from https://online.citi.com/JFP/css/common/JPPTemp.css)
17:48:59	180/180	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Nov%202012%2008:14:32%20GMT	https://online.citi.com/JFP/images/widgets/jfpw.overlay.shdw_left_top.png	C:/My%20Web%20Sites/Citibank/online.citi.com/JFP/images/widgets/jfpw.overlay.shdw_left_top.png	(from https://online.citi.com/JFP/css/common/JPPTemp.css)
